460100200171	Voice	MiddlePassive	Middle
460100210021	Voice	MiddlePassive	Middle
460100210101	Voice	MiddlePassive	Middle
460100270091	Voice	MiddlePassive	Middle
460100320041	Voice	MiddlePassive	Middle
460110010031	Voice	MiddlePassive	Middle
460110020071	Voice	MiddlePassive	Middle
460110040031	Voice	MiddlePassive	Middle
460110050041	Voice	MiddlePassive	Middle
460110060151	Voice	MiddlePassive	Middle
460110060151	Tense	Present	Aorist
460110130111	Voice	MiddlePassive	Middle
460110170151	Voice	MiddlePassive	Middle
460110180011	Gender	Neuter	
460110180011	Number	Singular	
460110180011	Case	Accusative	
460110180041	Voice	MiddlePassive	Middle
460110200011	Voice	MiddlePassive	Middle
460110300101	Voice	MiddlePassive	Passive
460110330041	Voice	MiddlePassive	Middle
460110330091	Voice	MiddlePassive	Middle
460110340111	Voice	MiddlePassive	Middle
460120030151	Voice	MiddlePassive	Middle
460120110121	Gender	Feminine	
460120110121	Number	Singular	
460120110121	Case	Dative	
460120110151	Voice	MiddlePassive	Middle
460120210021	Voice	MiddlePassive	Middle
460120280101	Gender	Neuter	
460120280101	Number	Singular	
460120280101	Case	Accusative	
460120280121	Gender	Neuter	
460120280121	Number	Singular	
460120280121	Case	Accusative	
460120280141	Gender	Neuter	
460120280141	Number	Singular	
460120280141	Case	Accusative	
460130040041	Voice	MiddlePassive	Middle
460130040121	Voice	MiddlePassive	Middle
460130050101	Voice	MiddlePassive	Middle
460130110101	Voice	MiddlePassive	Middle
460140130051	Voice	MiddlePassive	Middle
460140140031	Voice	MiddlePassive	Middle
460140140081	Voice	MiddlePassive	Middle
460140200041	Voice	MiddlePassive	Middle
460140200151	Voice	MiddlePassive	Middle
460140230221	Voice	MiddlePassive	Middle
460140250071	Voice	MiddlePassive	Middle
460140260061	Voice	MiddlePassive	Middle
460140260211	Voice	MiddlePassive	Middle
460140300051	Voice	MiddlePassive	Middle
460140310011	Voice	MiddlePassive	Middle
460140380051	Voice	Passive	Active
460140380051	Mood	Indicative	Imperative
460140400071	Voice	MiddlePassive	Middle
460150080011	Gender	Neuter	
460150080011	Number	Singular	
460150080011	Case	Accusative	
460150100181	Gender	Neuter	
460150100181	Number	Singular	
460150100181	Case	Accusative	
460150190101	Gender	Neuter	
460150190101	Number	Singular	
460150190101	Case	Accusative	
460150200091	Voice	MiddlePassive	Passive
460150350111	Voice	MiddlePassive	Middle
460150370171	Gender	Masculine	Neuter
460150370181	Gender	Masculine	Neuter
460150370191	Gender	Masculine	Neuter
460150460031	Gender	Neuter	
460150460031	Number	Singular	
460150460031	Case	Nominative	
460150490081	Mood	Indicative	Subjunctive
460150490081	Tense	Future	Aorist
460150500131	Voice	MiddlePassive	Middle
460150510011	Voice	Middle	Active
460150580061	Voice	MiddlePassive	Middle
460160020201	Voice	MiddlePassive	Middle
460160040071	Voice	MiddlePassive	Middle
460160050101	Voice	MiddlePassive	Middle
460160060151	Voice	MiddlePassive	Middle
460160090091	Voice	MiddlePassive	Middle
460160100151	Voice	MiddlePassive	Middle
460160110151	Voice	MiddlePassive	Middle
460160120061	Gender	Neuter	
460160120061	Number	Plural	
460160120061	Case	Accusative	
460160130061	Voice	MiddlePassive	Middle
460160140051	Voice	MiddlePassive	Middle
460160170131	Gender	Neuter	
460160170131	Number	Singular	Plural
460160170131	Case	Accusative	Genitive
460160190011	Voice	MiddlePassive	Middle
460160190071	Voice	MiddlePassive	Middle
460160190111	Gender	Neuter	
460160190111	Number	Plural	
460160190111	Case	Accusative	
460160200011	Voice	MiddlePassive	Middle
460160220091	Gender	Masculine	
460160220091	Number	Singular	
460160220091	Case	Vocative	
460160220101	Person	Second	
460160220101	Voice	Active	
460160220101	Mood	Imperative	
460160220101	Tense	Aorist	
460160220101	Number	Singular	
620010060131	Voice	MiddlePassive	Middle
620020020141	Gender	Neuter	
620020020141	Number	Singular	
620020020141	Case	Accusative	
620020080171	Voice	MiddlePassive	Passive
620020170041	Voice	MiddlePassive	Passive
620020180101	Voice	MiddlePassive	Middle
620020220081	Voice	MiddlePassive	Middle
620020220201	Voice	MiddlePassive	Middle
620020230031	Voice	MiddlePassive	Middle
620030010091	Case	Nominative	Accusative
620030090181	Voice	MiddlePassive	Middle
620030190141	Number	Singular	Plural
620030190151	Number	Singular	Plural
620040030231	Voice	MiddlePassive	Middle
620040120041	Voice	MiddlePassive	Middle
620040140031	Voice	MiddlePassive	Middle
620040180221	Voice	MiddlePassive	Middle
620040200301	Voice	MiddlePassive	Middle
620050020131	Mood	Subjunctive	Indicative
620050060151	Gender	Neuter	
620050060151	Number	Singular	
620050060151	Case	Accusative	
620050190141	Voice	MiddlePassive	Middle
600010060021	Gender	Masculine	Neuter
600010060031	Voice	MiddlePassive	Middle
600010060041	Gender	Neuter	
600010060041	Number	Singular	
600010060041	Case	Accusative	
600010060091	Case	Accusative	Nominative
600010080121	Voice	MiddlePassive	Middle
600010110131	Voice	MiddlePassive	Middle
600010140051	Voice	MiddlePassive	Middle
600020040031	Voice	MiddlePassive	Middle
600020060051	Voice	Middle	Active
600020170081	Voice	MiddlePassive	Middle
600020180011	Case	Nominative	Vocative
600020180021	Case	Nominative	Vocative
600020180101	Gender	Neuter	
600020180101	Number	Singular	
600020180101	Case	Accusative	
600030010031	Case	Nominative	Vocative
600030040081	Gender	Neuter	Masculine
600030040091	Gender	Neuter	Masculine
600030060151	Voice	MiddlePassive	Middle
600030070011	Case	Nominative	Vocative
600030070021	Case	Nominative	Vocative
600030080041	Case	Nominative	Vocative
600030090101	Gender	Neuter	
600030090101	Number	Singular	
600030090101	Case	Accusative	
600030140131	Mood	Subjunctive	Imperative
600030200041	Voice	MiddlePassive	Middle
600040010151	Voice	MiddlePassive	Middle
600040030101	Voice	MiddlePassive	Middle
600040030111	Voice	MiddlePassive	Middle
600040080021	Gender	Masculine	Neuter
600040080111	Tense	Present	Future
600040120111	Voice	MiddlePassive	Middle
600040130181	Voice	MiddlePassive	Middle
600040160061	Voice	MiddlePassive	Passive
600040170151	Gender	Neuter	
600040170151	Number	Singular	
600040170151	Case	Accusative	
600040190121	Voice	MiddlePassive	Middle
600050010021	Gender	Masculine	
600050010021	Number	Plural	
600050010021	Case	Accusative	
600050030081	Voice	MiddlePassive	Middle
600050050021	Case	Nominative	Vocative
600050050051	Case	Nominative	Vocative
600050080091	Voice	MiddlePassive	Middle
600050100161	Gender	Neuter	
600050100161	Number	Singular	
600050100161	Case	Accusative	
600050120081	Voice	MiddlePassive	Middle
600050120101	Gender	Neuter	Masculine
600050130011	Voice	MiddlePassive	Middle
520010040031	Case	Nominative	Vocative
520010050111	Gender	Neuter	
520010050111	Number	Singular	
520010050111	Case	Accusative	
520010070041	Number	Singular	Plural
520010080101	Gender	Neuter	
520010080101	Number	Singular	
520010080101	Case	Accusative	
520010100161	Voice	MiddlePassive	Middle
520010100221	Voice	MiddlePassive	Middle
520020070011	Voice	MiddlePassive	Middle
520020080021	Voice	MiddlePassive	Middle
520020080081	Gender	Neuter	
520020080081	Number	Singular	
520020080081	Case	Accusative	
520020090131	Voice	MiddlePassive	Middle
520020120041	Voice	MiddlePassive	Middle
520020120061	Voice	MiddlePassive	Middle
520030030141	Voice	MiddlePassive	Middle
520030090041	Voice	MiddlePassive	Middle
520030100051	Voice	MiddlePassive	Middle
520040010011	Gender	Neuter	
520040010011	Number	Singular	
520040010011	Case	Accusative	
520040040071	Voice	MiddlePassive	Middle
520040110021	Voice	MiddlePassive	Middle
520040110091	Voice	MiddlePassive	Middle
520040130091	Voice	MiddlePassive	Passive
520040160231	Gender	Neuter	
520040160231	Number	Singular	
520040160231	Case	Accusative	
520050020131	Voice	MiddlePassive	Middle
520050040131	Number	Singular	Plural
520050040131	Case	Nominative	Accusative
520050130021	Voice	MiddlePassive	Middle
520050140081	Voice	MiddlePassive	Middle
520050140111	Voice	MiddlePassive	Middle
520050170021	Voice	MiddlePassive	Middle
520050250021	Voice	MiddlePassive	Middle
540010030071	Voice	MiddlePassive	Middle
540010070121	Voice	MiddlePassive	Middle
540010080111	Voice	MiddlePassive	Middle
540010090071	Voice	MiddlePassive	Middle
540010100131	Voice	MiddlePassive	Middle
540020010031	Gender	Neuter	
540020010031	Number	Singular	
540020010031	Case	Accusative	
540020070111	Voice	MiddlePassive	Middle
540020080011	Voice	MiddlePassive	Middle
540020080031	Voice	MiddlePassive	Middle
540020090171	Gender	Neuter	Masculine
540020100051	Voice	MiddlePassive	Middle
540030100051	Gender	Neuter	
540030100051	Number	Singular	
540030100051	Case	Accusative	
540040070071	Voice	MiddlePassive	Middle
540040080061	Gender	Neuter	Masculine
540040100061	Voice	MiddlePassive	Middle
540040120081	Voice	MiddlePassive	Middle
540040130021	Voice	MiddlePassive	Middle
540040160071	Gender	Masculine	Neuter
540050090041	Case	Nominative	Accusative
540050110041	Voice	MiddlePassive	Middle
540050130061	Voice	MiddlePassive	Middle
540050130101	Gender	Neuter	
540050130101	Number	Singular	
540050130101	Case	Accusative	
540050140011	Voice	MiddlePassive	Middle
540050140111	Voice	MiddlePassive	Middle
540050190051	Voice	MiddlePassive	Middle
540050210011	Voice	MiddlePassive	Middle
540050230061	Voice	MiddlePassive	Middle
540050250141	Voice	MiddlePassive	Middle
540050250141	Number	Plural	Singular
540060010121	Voice	MiddlePassive	Middle
540060020221	Voice	MiddlePassive	Middle
540060030061	Voice	MiddlePassive	Middle
540060040031	Voice	MiddlePassive	Middle
540060040121	Voice	MiddlePassive	Middle
540060070111	Voice	MiddlePassive	Middle
540060090031	Voice	MiddlePassive	Middle
540060120011	Voice	MiddlePassive	Middle
540060160141	Voice	MiddlePassive	Middle
540060210031	Voice	MiddlePassive	Middle
470010040111	Voice	MiddlePassive	Middle
470010100051	Voice	MiddlePassive	Middle
470010110171	Gender	Neuter	Masculine
470010150051	Voice	MiddlePassive	Middle
470010150061	Gender	Neuter	
470010150061	Number	Singular	
470010150061	Case	Accusative	
470010170031	Voice	MiddlePassive	Middle
470010170111	Voice	MiddlePassive	Middle
470010170141	Voice	MiddlePassive	Middle
470010230121	Voice	MiddlePassive	Middle
470020100041	Voice	MiddlePassive	Middle
470020100101	Voice	MiddlePassive	Middle
470020100131	Voice	MiddlePassive	Middle
470020150131	Voice	MiddlePassive	Middle
470030070161	Voice	MiddlePassive	Middle
470030120071	Voice	MiddlePassive	Middle
470030150131	Voice	MiddlePassive	Middle
470040030111	Voice	MiddlePassive	Middle
470040080021	Gender	Masculine	Neuter
470040080101	Voice	MiddlePassive	Middle
470040090081	Voice	MiddlePassive	Middle
470040170151	Voice	MiddlePassive	Middle
470050090031	Voice	MiddlePassive	Middle
470050100251	Case	Accusative	Nominative
470050120191	Voice	MiddlePassive	Middle
470050170111	Voice	Middle	Active
470050190111	Voice	MiddlePassive	Middle
470050200111	Voice	MiddlePassive	Middle
470060020131	Voice	Middle	Active
470060020171	Voice	Middle	Active
470060070121	Gender	Feminine	Neuter
470060090081	Voice	Middle	Active
470060140021	Voice	MiddlePassive	Middle
470070040141	Voice	MiddlePassive	Passive
470070070021	Gender	Neuter	
470070070021	Number	Singular	
470070070021	Case	Accusative	
470070080101	Voice	MiddlePassive	Middle
470070080131	Voice	MiddlePassive	Middle
470070100101	Voice	MiddlePassive	Middle
470070100171	Voice	MiddlePassive	Middle
470070110011	Voice	Middle	Active
470070140071	Voice	MiddlePassive	Middle
470070150091	Voice	MiddlePassive	Passive
470080040041	Voice	MiddlePassive	Middle
470080050081	Gender	Neuter	
470080050081	Number	Singular	
470080050081	Case	Accusative	
470080100121	Gender	Neuter	
470080100121	Number	Singular	
470080100121	Case	Accusative	
470080120051	Voice	MiddlePassive	Middle
470080120091	Gender	Masculine	Feminine
470080160061	Tense	Aorist	Present
470080190021	Gender	Neuter	
470080190021	Number	Singular	
470080190021	Case	Accusative	
470080210051	Gender	Neuter	
470080210051	Number	Singular	
470080210051	Case	Accusative	
470080220171	Gender	Masculine	
470080220171	Number	Singular	
470080220171	Case	Accusative	
470090020091	Voice	MiddlePassive	Middle
470090020131	Voice	MiddlePassive	Middle
470090030211	Voice	MiddlePassive	Middle
470090040161	Number	Singular	Plural
470090050141	Voice	MiddlePassive	Middle
470090110081	Voice	MiddlePassive	Middle
470090120081	Gender	Neuter	
470090120081	Number	Singular	
470090120081	Case	Accusative	
470100020011	Voice	MiddlePassive	Middle
470100020101	Voice	MiddlePassive	Middle
470100020151	Voice	MiddlePassive	Middle
470100070121	Voice	MiddlePassive	Middle
470100080041	Gender	Neuter	
470100080041	Number	Singular	
470100080041	Case	Accusative	
470100110021	Voice	MiddlePassive	Middle
470100140051	Voice	MiddlePassive	Middle
470100150051	Voice	MiddlePassive	Middle
470100170031	Voice	MiddlePassive	Middle
470100170061	Voice	MiddlePassive	Middle
470110010011	Tense	Aorist	
470110010011	Person	First	
470110010011	Number	Singular	
470110010011	Mood	Indicative	
470110010011	Voice	Active	
470110010021	Voice	MiddlePassive	Middle
470110010091	Voice	MiddlePassive	Middle
470110030011	Voice	MiddlePassive	Middle
470110040051	Voice	MiddlePassive	Middle
470110040261	Voice	MiddlePassive	Middle
470110050011	Voice	MiddlePassive	Middle
470110120161	Voice	MiddlePassive	Middle
470110150091	Voice	MiddlePassive	Middle
470110180031	Voice	MiddlePassive	Middle
470110190031	Voice	MiddlePassive	Middle
470110200011	Voice	MiddlePassive	Middle
470110300021	Voice	MiddlePassive	Middle
470110310171	Voice	MiddlePassive	Middle
470120010011	Voice	MiddlePassive	Middle
470120060111	Voice	MiddlePassive	Middle
470120090151	Gender	Neuter	
470120090151	Number	Plural	
470120090151	Case	Accusative	
470120140011	Voice	Middle	Active
470120150031	Gender	Neuter	
470120150031	Number	Plural	
470120150031	Case	Accusative	
470120150151	Gender	Neuter	
470120150151	Number	Singular	
470120150151	Case	Accusative	
470120190051	Voice	MiddlePassive	Middle
470120200011	Voice	MiddlePassive	Middle
470130010031	Voice	MiddlePassive	Middle
470130070011	Voice	MiddlePassive	Middle
470130080031	Voice	MiddlePassive	Middle
470130090121	Voice	MiddlePassive	Middle
470130110011	Gender	Neuter	
470130110011	Number	Singular	
470130110011	Case	Accusative	
470130120061	Voice	MiddlePassive	Middle
630010070131	Voice	MiddlePassive	Middle
630010100031	Voice	MiddlePassive	Middle
630010130011	Voice	MiddlePassive	Middle
610010030131	Voice	MiddlePassive	Middle
610010030201	Gender	Feminine	
610010030201	Number	Singular	
610010030201	Case	Dative	Genitive
610010030211	Case	Dative	Genitive
610010030231	Case	Dative	Genitive
610010040021	Gender	Feminine	Neuter
610010040091	Voice	MiddlePassive	Middle
610010130031	Voice	MiddlePassive	Middle
610010200021	Gender	Neuter	
610010200021	Number	Singular	
610010200021	Case	Accusative	
610010200111	Voice	MiddlePassive	Middle
610020010231	Voice	MiddlePassive	Middle
610020040101	Gender	Feminine	Masculine
610020060111	Voice	Active	
610020060111	Mood	Infinitive	
610020060111	Tense	Present	
610020070121	Voice	MiddlePassive	Middle
610020090061	Voice	MiddlePassive	Middle
610020100091	Voice	MiddlePassive	Middle
610020130011	Voice	MiddlePassive	Passive
610020130051	Voice	MiddlePassive	Middle
610020130181	Voice	MiddlePassive	Middle
610020150011	Tense	Aorist	Present
610020160111	Voice	MiddlePassive	Middle
610020190031	Voice	MiddlePassive	Middle
610020190121	Voice	MiddlePassive	Middle
610020200201	Voice	MiddlePassive	Middle
610020200201	Tense	Present	Perfect
610030030021	Gender	Neuter	
610030030021	Number	Singular	
610030030021	Case	Accusative	
610030030181	Voice	MiddlePassive	Middle
610030060021	Gender	Masculine	Neuter
610030060021	Number	Singular	Plural
610030060021	Case	Accusative	Genitive
610030090091	Voice	MiddlePassive	Middle
610030090151	Voice	MiddlePassive	Middle
610030150081	Voice	MiddlePassive	Middle
530010040061	Voice	MiddlePassive	Middle
530010040271	Voice	MiddlePassive	Middle
530010110041	Voice	MiddlePassive	Middle
530020030141	Gender	Neuter	
530020030141	Number	Singular	
530020030141	Case	Accusative	
530020040021	Voice	MiddlePassive	Middle
530020040041	Voice	MiddlePassive	Middle
530020060121	Gender	Masculine	Neuter
530020070081	Gender	Neuter	
530020070081	Number	Singular	
530020070081	Case	Accusative	
530020100071	Voice	MiddlePassive	Middle
530020130111	Case	Nominative	Vocative
530030010031	Voice	MiddlePassive	Middle
530030070061	Voice	MiddlePassive	Middle
530030080151	Voice	MiddlePassive	Middle
530030090141	Voice	MiddlePassive	Middle
530030100151	Voice	MiddlePassive	Middle
530030110091	Voice	MiddlePassive	Middle
530030110111	Voice	MiddlePassive	Middle
530030120141	Voice	MiddlePassive	Middle
530030150051	Voice	MiddlePassive	Middle
550010040041	Voice	MiddlePassive	Middle
550010050101	Gender	Neuter	
550010050101	Number	Singular	
550010050101	Case	Accusative	
550010120091	Voice	MiddlePassive	Middle
550010180181	Gender	Neuter	
550010180181	Number	Singular	
550010180181	Case	Accusative	
550020040031	Voice	MiddlePassive	Passive
550020060051	Gender	Neuter	
550020060051	Number	Singular	
550020060051	Case	Accusative	
550020130101	Voice	MiddlePassive	Middle
550020140031	Voice	MiddlePassive	Middle
550020150111	Case	Accusative	Nominative
550020200071	Gender	Neuter	
550020200071	Number	Singular	
550020200071	Case	Accusative	
550020230071	Voice	MiddlePassive	Middle
550020240061	Voice	MiddlePassive	Middle
550030050081	Voice	MiddlePassive	Middle
550030070091	Voice	MiddlePassive	Middle
550030090051	Gender	Neuter	
550030090051	Number	Singular	
550030090051	Case	Accusative	
550030110191	Gender	Masculine	Neuter
550030110211	Voice	MiddlePassive	Middle
550030150101	Voice	MiddlePassive	Middle
550040010011	Voice	MiddlePassive	Middle
550040070041	Voice	MiddlePassive	Middle
550040080011	Gender	Neuter	
550040080011	Number	Singular	
550040080011	Case	Accusative	
550040080021	Voice	MiddlePassive	Middle
550040080211	Gender	Neuter	
550040080211	Number	Singular	
550040080211	Case	Accusative	
550040130091	Voice	MiddlePassive	Middle
550040210051	Voice	MiddlePassive	Middle
640010020041	Voice	MiddlePassive	Middle
640010030041	Voice	MiddlePassive	Middle
640010080091	Voice	MiddlePassive	Middle
640010090111	Voice	MiddlePassive	Middle
640010100221	Voice	MiddlePassive	Middle
640010100271	Voice	MiddlePassive	Middle
640010110031	Voice	MiddlePassive	Middle
640010150031	Voice	MiddlePassive	Middle
640010150071	Voice	MiddlePassive	Middle
440010020041	Voice	MiddlePassive	Middle
440010030161	Voice	MiddlePassive	Middle
440010040021	Voice	MiddlePassive	Middle
440010100081	Voice	MiddlePassive	Middle
440010100111	Voice	Middle	Active
440010110281	Voice	MiddlePassive	Middle
440010140111	Case	Dative	Nominative
440020020191	Voice	MiddlePassive	Middle
440020030041	Voice	MiddlePassive	Middle
440020040151	Voice	MiddlePassive	Middle
440020070071	Voice	Middle	Active
440020120051	Voice	Active	Middle
440020120121	Case	Nominative	Accusative
440020140181	Case	Nominative	Vocative
440020140191	Case	Nominative	Vocative
440020140211	Case	Nominative	Vocative
440020340171	Voice	MiddlePassive	Middle
440020390141	Gender	Feminine	
440020390141	Number	Singular	
440020390141	Case	Accusative	
440020430011	Voice	MiddlePassive	Middle
440020430141	Voice	MiddlePassive	Middle
440030020281	Voice	MiddlePassive	Middle
440030080021	Voice	MiddlePassive	Middle
440030080151	Voice	MiddlePassive	Middle
440030100111	Voice	MiddlePassive	Middle
440030260021	Gender	Neuter	
440030260021	Number	Singular	
440030260021	Case	Accusative	
440040020011	Voice	MiddlePassive	Middle
440040070071	Voice	MiddlePassive	Middle
440040160221	Voice	MiddlePassive	Middle
440040160231	Voice	MiddlePassive	Middle
440040170051	Gender	Neuter	
440040170051	Number	Singular	
440040170051	Case	Accusative	
440040180081	Voice	MiddlePassive	Middle
440040200021	Voice	MiddlePassive	Middle
440040300141	Voice	MiddlePassive	Middle
440040320191	Gender	Neuter	Masculine
440050040121	Case	Nominative	Accusative
440050090061	Case	Nominative	Accusative
440050090141	Voice	Middle	Active
440050120071	Voice	MiddlePassive	Middle
440050150161	Voice	MiddlePassive	Middle
440050160011	Voice	MiddlePassive	Middle
440050190061	Gender	Masculine	
440050190061	Mood	Participle	Indicative
440050190061	Case	Nominative	
440050200011	Voice	MiddlePassive	Middle
440050250071	Voice	Middle	Active
440050260081	Tense	Imperfect	Aorist
440050260131	Voice	MiddlePassive	Middle
440050280131	Voice	Middle	Active
440050280211	Voice	MiddlePassive	Middle
440050330061	Voice	MiddlePassive	Middle
440050410041	Voice	MiddlePassive	Middle
440060050131	Case	Accusative	Nominative
440060150071	Voice	MiddlePassive	Middle
440070030161	Tense	Present	Aorist
440070070061	Mood	Indicative	Subjunctive
440070070061	Tense	Future	Aorist
440070100221	Voice	MiddlePassive	Middle
440070120121	Gender	Neuter	
440070120121	Number	Singular	
440070120121	Case	Accusative	
440070260071	Voice	MiddlePassive	Middle
440070310051	Tense	Imperfect	Aorist
440070310081	Voice	MiddlePassive	Middle
440070340221	Tense	Present	Aorist
440070420301	Case	Nominative	Vocative
440070560031	Voice	Middle	Active
440080030031	Voice	MiddlePassive	Middle
440080030091	Voice	MiddlePassive	Middle
440080070071	Case	Nominative	Accusative
440080070101	Voice	MiddlePassive	Middle
440080130191	Voice	MiddlePassive	Middle
440080140081	Voice	MiddlePassive	Middle
440080160081	Gender	Neuter	
440080160081	Number	Singular	
440080160081	Case	Accusative	
440080200221	Voice	MiddlePassive	Middle
440080260101	Voice	MiddlePassive	Middle
440080270051	Voice	Middle	Active
440080280051	Voice	MiddlePassive	Middle
440080310071	Voice	MiddlePassive	Middle
440080340081	Voice	MiddlePassive	Middle
440080360031	Voice	MiddlePassive	Middle
440080360151	Voice	Middle	Active
440080390191	Voice	MiddlePassive	Middle
440080400071	Voice	MiddlePassive	Middle
440090030041	Voice	MiddlePassive	Middle
440090100211	Voice	Middle	Active
440090110221	Voice	Middle	Active
440090110241	Voice	MiddlePassive	Middle
440090150071	Voice	MiddlePassive	Middle
440090170301	Voice	MiddlePassive	Middle
440090190041	Voice	Active	Passive
440090260111	Voice	MiddlePassive	Middle
440090280051	Voice	MiddlePassive	Middle
440090280071	Voice	MiddlePassive	Middle
440090280101	Voice	MiddlePassive	Middle
440090310171	Voice	MiddlePassive	Middle
440090320041	Voice	MiddlePassive	Middle
440090330111	Voice	MiddlePassive	Middle
440090340071	Voice	MiddlePassive	Middle
440100020031	Voice	MiddlePassive	Middle
440100020171	Voice	MiddlePassive	Middle
440100020211	Gender	Masculine	Neuter
440100160071	Gender	Masculine	
440100160071	Number	Singular	
440100160071	Case	Nominative	
440100170151	Voice	Middle	Active
440100180031	Voice	MiddlePassive	Middle
440100190041	Voice	MiddlePassive	Middle
440100190121	Voice	Middle	Active
440100190151	Gender	Masculine	
440100190151	Mood	Participle	Indicative
440100190151	Case	Nominative	
440100200051	Voice	MiddlePassive	Middle
440100210081	Voice	Middle	Active
440100220091	Voice	MiddlePassive	Middle
440100280061	Voice	MiddlePassive	Middle
440100280141	Voice	MiddlePassive	Middle
440100290061	Voice	MiddlePassive	Middle
440100300151	Voice	MiddlePassive	Middle
440100300211	Voice	Middle	Active
440100350061	Voice	MiddlePassive	Middle
440100350091	Voice	MiddlePassive	Middle
440100380181	Voice	MiddlePassive	Middle
440100470041	Voice	MiddlePassive	Middle
440110030031	Person	Second	Third
440110030091	Person	Second	Third
440110050061	Voice	MiddlePassive	Middle
440110110021	Voice	Middle	Active
440110190251	Gender	Neuter	
440110190251	Number	Singular	
440110190251	Case	Accusative	
440120040131	Voice	MiddlePassive	Middle
440120050131	Voice	MiddlePassive	Middle
440120060141	Voice	MiddlePassive	Passive
440120070021	Voice	Middle	Active
440120090111	Voice	MiddlePassive	Middle
440120120201	Voice	MiddlePassive	Middle
440120150061	Voice	MiddlePassive	Middle
440120150091	Voice	MiddlePassive	Middle
440130020241	Voice	MiddlePassive	Middle
440130100031	Case	Nominative	Vocative
440130110031	Voice	Middle	Active
440130160121	Case	Nominative	Vocative
440130160131	Voice	MiddlePassive	Middle
440130160131	Case	Nominative	Vocative
440130190111	Gender	Neuter	Masculine
440130250161	Voice	Middle	Active
440130250171	Voice	MiddlePassive	Middle
440130260071	Case	Nominative	Vocative
440130260101	Voice	MiddlePassive	Middle
440130260101	Case	Nominative	Vocative
440130330091	Case	Dative	Genitive
440130410021	Case	Nominative	Vocative
440130410031	Case	Nominative	Vocative
440130410101	Voice	MiddlePassive	Middle
440130410231	Voice	MiddlePassive	Middle
440130430111	Voice	MiddlePassive	Middle
440130440031	Voice	MiddlePassive	Middle
440130460121	Gender	Neuter	
440130460121	Number	Singular	
440130460121	Case	Accusative	
440130460191	Voice	MiddlePassive	Middle
440130460291	Voice	Middle	Active
440130470031	Voice	MiddlePassive	Middle
440130500061	Voice	MiddlePassive	Middle
440140030061	Voice	MiddlePassive	Middle
440140030221	Voice	MiddlePassive	Middle
440140080091	Voice	MiddlePassive	Middle
440140120141	Voice	MiddlePassive	Middle
440140150371	Gender	Masculine	Neuter
440140160041	Voice	MiddlePassive	Middle
440140160101	Voice	MiddlePassive	Middle
440150010191	Voice	MiddlePassive	Middle
440150030081	Voice	MiddlePassive	Middle
440150030141	Voice	MiddlePassive	Middle
440150040041	Gender	Feminine	Neuter
440150040041	Number	Singular	Plural
440150070131	Voice	MiddlePassive	Middle
440150120111	Voice	MiddlePassive	Middle
440150140041	Gender	Neuter	
440150140041	Number	Singular	
440150140041	Case	Accusative	
440150220311	Voice	MiddlePassive	Middle
440150280111	Voice	MiddlePassive	Passive
440150290151	Voice	MiddlePassive	Passive
